iterations, matrix_dim, etime, flops, cores
3488, 2048, 3.931229, 18607072180.226589, 14
3488, 2048, 3.236509, 22601099443.876102, 14
3488, 2048, 3.873081, 18886427048.646801, 14
3488, 2048, 2.978975, 24554976715.145309, 14
3488, 2048, 3.575380, 20458989466.853874, 13
3488, 2048, 3.936739, 18581029059.838615, 13
3488, 2048, 3.637173, 20111405687.879021, 13
3488, 2048, 3.501009, 20893594320.951477, 13
3488, 2048, 4.077164, 17941064367.290600, 13
3488, 2048, 3.933508, 18596291595.186790, 13
3488, 2048, 3.652339, 20027894935.272984, 13
3488, 2048, 5.025617, 14555160442.986404, 13
3488, 2048, 3.766514, 19420785840.700447, 13
3488, 2048, 3.862993, 18935747944.663631, 13
3488, 2048, 4.891368, 14954642905.624765, 12
3488, 2048, 3.333475, 21943665922.198307, 12
3488, 2048, 6.018994, 12152971370.298758, 12
3488, 2048, 3.821518, 19141257939.907650, 12
3488, 2048, 4.167740, 17551157644.190857, 12
3488, 2048, 5.032677, 14534741999.138828, 12
3488, 2048, 4.669119, 15666480498.783602, 12
3488, 2048, 3.934159, 18593214397.282875, 12
3488, 2048, 3.960472, 18469682845.883018, 12
3488, 2048, 4.292876, 17039546858.562885, 12
3488, 2048, 4.912063, 14891637538.036463, 11
3488, 2048, 5.217893, 14018812145.055485, 11
3488, 2048, 4.041011, 18101574521.821396, 11
3488, 2048, 4.736350, 15444099730.805368, 11
3488, 2048, 5.142516, 14224294442.642473, 11
3488, 2048, 4.768605, 15339635335.700903, 11
3488, 2048, 4.841378, 15109058156.582693, 11
3488, 2048, 4.890419, 14957544897.482201, 11
3488, 2048, 3.832295, 19087429793.374466, 11
3488, 2048, 4.850059, 15082014829.097956, 11
3488, 2048, 4.238961, 17256271468.409359, 10
3488, 2048, 6.259357, 11686290102.961056, 10
3488, 2048, 5.182257, 14115213074.148966, 10
